-1.778391850459077217e+00,-9.787065483946044697e-01,-1.840163056240341766e-01
-1.758297027290047998e+00,-9.787065483946044697e-01,-1.813147216032739983e-01
-1.738202204121019001e+00,-9.787065483946044697e-01,-1.916622818159799402e-01
-1.718107380951989782e+00,-9.787065483946044697e-01,-1.677766095886698006e-01
-1.698012557782960563e+00,-9.787065483946044697e-01,-1.320237013769220424e-01
-1.677917734613931566e+00,-9.787065483946044697e-01,-9.627079316517470065e-02
-1.657822911444902569e+00,-9.787065483946044697e-01,-8.853916243844620060e-02
-1.637728088275873350e+00,-9.787065483946044697e-01,-8.612971575948417946e-02
-1.617633265106844132e+00,-9.787065483946044697e-01,-8.372026908052218608e-02
-1.597538441937815135e+00,-9.787065483946044697e-01,-8.131082240156022045e-02
-1.577443618768785916e+00,-9.787065483946044697e-01,-7.890137572259821319e-02
-1.557348795599756919e+00,-9.787065483946044697e-01,-7.649192904363624756e-02
-1.537253972430727700e+00,-9.787065483946044697e-01,-7.967809974640432946e-02
-1.517159149261698481e+00,-9.787065483946044697e-01,-8.409833320546294955e-02
-1.497064326092669484e+00,-9.787065483946044697e-01,-8.851856666452152800e-02
-1.476969502923640487e+00,-9.787065483946044697e-01,-9.293880012358010645e-02
-1.456874679754611268e+00,-9.787065483946044697e-01,-9.735903358263872653e-02
-1.436779856585582049e+00,-9.787065483946044697e-01,-1.017792670416973466e-01
-1.416685033416552830e+00,-9.787065483946044697e-01,-1.061995005007559667e-01
-1.396590210247523833e+00,-9.787065483946044697e-01,-1.113542497830931344e-01
-1.376495387078494836e+00,-9.787065483946044697e-01,-1.193050972875954602e-01
-1.356400563909465617e+00,-9.787065483946044697e-01,-1.226587332106439526e-01
-1.336305740740436399e+00,-9.787065483946044697e-01,-1.207603256926303853e-01
-1.316210917571407402e+00,-9.787065483946044697e-01,-1.175100824654104759e-01
-1.296116094402378405e+00,-9.787065483946044697e-01,-9.474184734098944904e-02
-1.276021271233349186e+00,-9.787065483946044697e-01,-6.671529953261726154e-02
-1.255926448064319967e+00,-9.787065483946044697e-01,-6.575849412423828699e-02
-1.235831624895290748e+00,-9.787065483946044697e-01,-6.557541977397504662e-02
-1.215736801726261751e+00,-9.787065483946044697e-01,-6.610071305137672770e-02
-1.195641978557232754e+00,-9.787065483946044697e-01,-6.662600632877842266e-02
-1.175547155388203535e+00,-9.787065483946044697e-01,-6.715129960618010374e-02
-1.155452332219174316e+00,-9.787065483946044697e-01,-6.767659288358178482e-02
-1.135357509050145319e+00,-9.787065483946044697e-01,-6.820188616098346590e-02
-1.115262685881116100e+00,-9.787065483946044697e-01,-6.872717943838516086e-02
-1.095167862712087103e+00,-9.787065483946044697e-01,-6.925247271578682806e-02
-1.075073039543057885e+00,-9.787065483946044697e-01,-6.977776599318852302e-02
-1.054978216374028666e+00,-9.787065483946044697e-01,-7.030305927059020410e-02
-1.034883393204999669e+00,-9.787065483946044697e-01,-7.082835254799188518e-02
-1.014788570035970672e+00,-9.787065483946044697e-01,-7.135364582539356626e-02
-9.946937468669414528e-01,-9.787065483946044697e-01,-7.187893910279524734e-02
-9.745989236979122339e-01,-9.787065483946044697e-01,-7.240423238019692842e-02
-9.545041005288832370e-01,-9.787065483946044697e-01,-7.292952565759860950e-02
-9.344092773598540180e-01,-9.787065483946044697e-01,-7.345481893500029058e-02
-9.143144541908250211e-01,-9.787065483946044697e-01,-7.398011221240198554e-02
-8.942196310217958022e-01,-9.787065483946044697e-01,-7.450540548980366662e-02
-8.741248078527665832e-01,-9.787065483946044697e-01,-7.503069876720534770e-02
-8.540299846837375863e-01,-9.787065483946044697e-01,-7.555599204460702878e-02
-8.339351615147083674e-01,-9.787065483946044697e-01,-5.644990887542995772e-02
-8.138403383456793705e-01,-9.787065483946044697e-01,-5.173977329511617734e-02
-7.937455151766501515e-01,-9.787065483946044697e-01,-4.806315785784817662e-02
-7.736506920076211546e-01,-9.787065483946044697e-01,-3.708632844540520751e-02
-7.535558688385919357e-01,-9.787065483946044697e-01,-2.610949903296211003e-02
-7.334610456695629388e-01,-9.787065483946044697e-01,-1.513266962051913397e-02
-7.133662225005337199e-01,-9.787065483946044697e-01,-4.155840208076046899e-03
-6.932713993315045009e-01,-9.787065483946044697e-01,6.622341494410506797e-03
-6.731765761624755040e-01,-9.787065483946044697e-01,7.514779412378618309e-03
-6.530817529934462851e-01,-9.787065483946044697e-01,8.407217330346730688e-03
-6.329869298244172882e-01,-9.787065483946044697e-01,-4.610703770760730263e-02
-6.128921066553880692e-01,-9.787065483946044697e-01,-1.022902254248624632e-01
-5.927972834863590723e-01,-9.787065483946044697e-01,-1.526631508644344104e-01
-5.727024603173298534e-01,-9.787065483946044697e-01,-1.414414480222304094e-01
-5.526076371483008565e-01,-9.787065483946044697e-01,-1.302197451800265193e-01
-5.325128139792716375e-01,-9.787065483946044697e-01,-1.160078895371641217e-01
-5.124179908102424186e-01,-9.787065483946044697e-01,-1.000017328472366240e-01
-4.923231676412134217e-01,-9.787065483946044697e-01,-8.432184400922387857e-02
-4.722283444721842027e-01,-9.787065483946044697e-01,-6.887431377017368128e-02
-4.521335213031552058e-01,-9.787065483946044697e-01,-5.342678353112365053e-02
-4.320386981341259869e-01,-9.787065483946044697e-01,-3.797925329207341855e-02
-4.119438749650969900e-01,-9.787065483946044697e-01,-2.327829043671665599e-02
-3.918490517960677710e-01,-9.787065483946044697e-01,-1.524750897843728421e-02
-3.717542286270385521e-01,-9.787065483946044697e-01,-9.354229797816115619e-03
-3.516594054580095552e-01,-9.787065483946044697e-01,-7.211471546965776171e-03
-3.315645822889803362e-01,-9.787065483946044697e-01,-5.068713296115412437e-03
-3.114697591199513393e-01,-9.787065483946044697e-01,-2.925955045265076025e-03
-2.913749359509221204e-01,-9.787065483946044697e-01,-7.831967944147104474e-04
-2.712801127818931235e-01,-9.787065483946044697e-01,1.359561456435626724e-03
-2.511852896128639046e-01,-9.787065483946044697e-01,3.502319707285987422e-03
-2.310904664438346856e-01,-9.787065483946044697e-01,5.645077958136348988e-03
-2.109956432748056887e-01,-9.787065483946044697e-01,7.787836208986687568e-03
-1.909008201057764698e-01,-9.787065483946044697e-01,9.930594459837053037e-03
